Date,SEMA.MI
2023-08-02,32.665000915527344
2023-08-03,32.79999923706055
2023-08-04,32.650001525878906
2023-08-07,32.415000915527344
2023-08-08,32.119998931884766
2023-08-09,32.154998779296875
2023-08-10,32.415000915527344
2023-08-11,31.850000381469727
2023-08-14,31.795000076293945
2023-08-15,
2023-08-16,31.415000915527344
2023-08-17,31.485000610351562
2023-08-18,31.19499969482422
2023-08-21,31.084999084472656
2023-08-22,31.315000534057617
2023-08-23,31.770000457763672
2023-08-24,31.735000610351562
2023-08-25,31.764999389648438
2023-08-28,32.099998474121094
2023-08-29,32.35499954223633
2023-08-30,32.029998779296875
2023-08-31,31.954999923706055
2023-09-01,32.435001373291016
2023-09-04,32.540000915527344
2023-09-05,32.4900016784668
2023-09-06,32.29499816894531
2023-09-07,31.920000076293945
2023-09-08,31.975000381469727
2023-09-11,32.13999938964844
2023-09-12,32.189998626708984
2023-09-13,32.220001220703125
2023-09-14,32.654998779296875
2023-09-15,32.45000076293945
2023-09-18,32.29499816894531
2023-09-19,32.1349983215332
2023-09-20,32.20500183105469
2023-09-21,31.594999313354492
2023-09-22,31.9950008392334
2023-09-25,31.96500015258789
2023-09-26,31.614999771118164
2023-09-27,31.80500030517578
2023-09-28,31.649999618530273
2023-09-29,31.81999969482422
2023-10-02,31.815000534057617
2023-10-03,31.549999237060547
2023-10-04,31.239999771118164
2023-10-05,31.1200008392334
2023-10-06,31.475000381469727
2023-10-09,31.375
2023-10-10,31.854999542236328
2023-10-11,31.9950008392334
2023-10-12,31.989999771118164
